date,user,text,url
03/03/2020,loulette88,Bonsoir à tous :)  J'aimerais partager avec vous mon expérience de ses derniers jours au sujet de ma glande thyroidienne . Pour vous mettre dans le contexte je suis une maman de 2 petites filles de 7 et 8 ans donc autant vous dire que chez moi c'est loin d'être calme lol Avec mon mari nous travaillons énormément et très tôt le matin du coup notre vie au quotidien est assez militaire. Depuis quelques mois pourtant je me sens très fatiguée mais ayant aussi des problèmes de tendinites aux épaules dût à mon emploi je pensé que tout été liée. Pourtant ma fatigue c'est intensifier avec le temps mes cycles menstruelles sont devenue très perturbés j'ai pris beaucoup de poids (12 kgs en 6 mois) je suis également tombé dans un état dépressionnaire avec plus aucune motivation pour rien. Beaucoup d'autres symptômes sont apparues comme une perte de cheveux  ongles qui cassent  brulures d'estomac  essouflement  irritabilité  bouffé de chaleur  perte de mémoire  gonflement du visage et des mains et j'en oublie sûrement. Du coup je décide d'aller voir mon médecin généraliste pour lui demander un bilan sanguin histoire de voir si je n'avais pas une carence de quelque chose. Donc prise de sang tout à fait normal mise à part le bilan thyroidien avec une TSH a 48 77   à la suite de cela je reçoit un appel de mon médecin qui m'explique que mon taux est BEAUCOUP trop élevée et qu'elle souhaité me voir assez rapidement. Une fois au cabinet elle s'aperçoit que ma tension est a 16 et que mon cœur tachicarde elle décide donc de ne pas me mettre sous traitement de Levothyrox car apparament cela augmenterai mon rythme cardiaque qui est déjà bien rapide. J'ai refait une prise de sang hier pour le dosage T3 NICKEL T4 un peu plus faible que le taux normalement souhaité par contre le taux anti-thyroperoxydase s'envole a 413 au lieu d'être inférieur a 9   . J'ai rdv demain chez l'endocrino et pour l'echo de la thyroide et jeudi chez le cardiologue pour l'ECG. Pour les personnes qui ont eu la patience de lire jusque là :D j'aimerais avoir des témoignages sur vos expériences et d'éventuelles conseils pour la suite car j'avoue que le plus embétant pour moi et la MEGA prise de poids qui me contrarie énormement. Merci à tous pour vos réponses et bon courage  ,https://forum.doctissimo.fr/sante/thyroide-problemes-endocrinologiques/hypothyroidie-temoignages-sujet_171821_1.htm
04/03/2020,Susanne in F,Tu peux nous mettre tes chiffres T4 et T3 exactement ? Et tu as ces symptomes en permanence   hypo et hyper  ou c'est desfois plus l'un et desfois plus l'autre ?,https://forum.doctissimo.fr/sante/thyroide-problemes-endocrinologiques/hypothyroidie-temoignages-sujet_171821_1.htm
04/03/2020,Mikael,Bonjour à tous Je voulai car jeudi nous avons été convoqué car je travaille dans une société d'auxiliaire de vie des les personnes fragilisées nous avons été convoqué avec 3 personnes une jeune une personne qui travaille depuis 10 ans et nous avons été s savoir où quelqu'un qui me réconcilie on nous insinue d'avoir volé 80 € chez une dame dans un porte-monnaie chez une dame âgée et les enfants ont porté plainte alors qu'ils ont pas de preuve j'espère que je vais pas perdre mon travail ou me retrouver en prison à cause de ces histoires c'est bizarre quand même tout ce genre de chose ça fait 7 mois que je travaille dedans il faut que ça arrive que maintenant qui peut m'aider,https://forum.doctissimo.fr/sante/thyroide-problemes-endocrinologiques/hypothyroidie-temoignages-sujet_171821_1.htm
26/02/2020,64gaelle,bonjour      Depuis quelques temps  je suis très fatiguée  avec une hypotension constante et des vertiges...   Mon médecin m'a prescrit une prise de sang avec prolactine  somatomedine  fsh .. le cortisol  l'acth ainsi qu'un test au synacthene.   Le cortisol et l'acth sont bas:   - cortisol à 8h: 282 nmol/L - valeurs normales: 101 - 536   - acth à 8h: 10 93 pg/ml - valeurs normales: 5 - 49   - test au synacthene: t60 = 700 (donc normal)   Le reste me parait normal.    Je souhaitais savoir si parmi vous certaines personnes avaient eu un faux positif du test au synacthene?     Par avance merci de vos retours.,https://forum.doctissimo.fr/sante/thyroide-problemes-endocrinologiques/test-synacthene-positif-sujet_171817_1.htm
26/02/2020,petitbouch​on,Bonjour 64gaelle Le test au synactène (ACTH synthétique) ne sert qu'à vérifier que vos surrénales répondent bien et ne dit à mon avis rien de votre hypophyse qui se contente de fournir l'ACTH pour stimuler la production de cortisol par les surrénales. Le dernier dosage que j'ai fait de l'ACTH à 8h était 6ng/l donc 6.8 pg/ml (10.3 à 48.3) avec un cortisol à 44nmol/l (222 - 614) et donc je prends de l'hydrocortisone (cortisol) au pdj (10mg) et au déjeuner (5mg) pour l'insuffisance corticotrope mais aussi levothyrox pour l'hypothyroïdie  testostérone pour la gonadotrope de la vitamine D et rie d'autre vu que le reste ne me sert pas ou plus. Pourquoi votre médecin a-t-il décidé de faire cette analyse? Avez-vous d'autres symptômes? Le seul examen utile est l'IRM hypophysaire.  n.b. je ne suis pas médecin mais seulement  d'après mon épouse  obsédé par mes hormones depuis qu'on m'a dit que mon hypophyse était en grève.,https://forum.doctissimo.fr/sante/thyroide-problemes-endocrinologiques/test-synacthene-positif-sujet_171817_1.htm
26/02/2020,Katelynn,Bonjour 64gaelle  petitbouchon   +1 C'est un domaine où les tests laissent une large place à l'incertitude  à la limite du bricolage. Vos valeurs ACTH vs cortisol  toutes deux basses  sont cohérentes. Le test à l'ACTH de synthèse ( synacthène ) stimule valablement la production de cortisol. Encore faudrait-il préciser quel test synacthène précis a été pratiqué.   #034;Le test au synactène (ACTH synthétique) ne sert qu'à vérifier que vos surrénales répondent bien et ne dit à mon avis rien de votre hypophyse qui se contente de fournir l'ACTH pour stimuler la production de cortisol par les surrénales. #034;  +1 Le test synacthène est du bricolage  il faut en cas de doute passer au test ( non remboursé ) avec l'éponge salivaire pour le cortisol. Cela ne me semble pas justifié à priori  la réponse au synacthène ici est claire. Le faible taux d'ACTH  bien que normal à priori  mériterait une exploration plus poussée. Certains médicaments peuvent effondre l'ACTH (  #034;pilule #034; ... )  mais pas suffisamment pour effondrer le cortisol. Un test au CRH serait bienvenu. Un dosage du cortisol libre serait bienvenu  mais la plupart des labos ne proposent que le cortisol total ! La fatigue et les divers symptômes pourraient être du domaine thyroïde. Une mesure préliminaire TSH  FT4  FT3 pourraient être un bon début. La seule TSH étant de piètre information. Une suspicion toutefois si la TSH a augmentée sensiblement entre avant et après ces symptômes.  #034; Le seul examen utile est l'IRM hypophysaire.  #034; Je n'ai pas suivi ta logique  mais ce serait intéressant. Surtout en cas de prolactine élevée.        ,https://forum.doctissimo.fr/sante/thyroide-problemes-endocrinologiques/test-synacthene-positif-sujet_171817_1.htm
26/02/2020,petitbouch​on,Bonjour Katelynn re 64gaelle  #034;Le seul examen utile est l'IRM hypophysaire. #034;  #034;Je n'ai pas suivi ta logique  mais ce serait intéressant. #034; ... Un test au CRH serait bienvenu #034; Ce que je veux dire est que vu le résultat du test au synacthène on peut éliminer un dysfonctionnement des surrénales et en l'occurrence une photo de l'hypothalamus et l'hypophyse c'est chouette. Le test CRH pour voir si l'hypophyse répond  c'est super bon  mais tu es une pro. Pour me trouver une excuse  64gaelle vous avez ouvert le même message sur deux fils et j'étais complètement perdu. Sur l'autre fil vous parlez d'un dosage de TSH mais sans donner de résultat à moins que ce soit FSH évoqué plus haut.,https://forum.doctissimo.fr/sante/thyroide-problemes-endocrinologiques/test-synacthene-positif-sujet_171817_1.htm
26/02/2020,64gaelle,Donc pour vous en cas de problème a l'hypophyse le test au synacthene peut être positif ? Je me demande juste si je dois insister auprès de mon endocrinologue pour pousser les examens avec par exemple le test crh ou hypoglycémie insulinique et une IRM hypophysaire. Connaissant les médecins c'est dans les normes donc tout est ok. Je suis épuisée de devoir me battre pour obtenir des examens complémentaires. Pour la TSH: - octobre 2016: TSH à 3.1 (VR 0.27 - 4.2) - août 2017: TSH à 2.32 - octobre 2019: TSH à 3 - février 2020: TSH à 2.51 T4l: 13.51 Et le potassium est un petit au dessus des normes: 5.2 (3.5 - 5.1).,https://forum.doctissimo.fr/sante/thyroide-problemes-endocrinologiques/test-synacthene-positif-sujet_171817_1.htm
26/02/2020,petitbouch​on,Qu'entendez-vous par positif? Pour moi les surrénales répondent bien donc pas de problème. Donc faire un test CRH normalement émise par l'hypothalamus  c'est vérifier que l'hypophyse répond par une émission d'ACTH. Seuls vos symptômes sont à prendre en compte mais je suis incapable de juger les résultats de votre dosage ACTH et cortisol (cohérent avec l'ACTH) comme anormal et pouvant en être la cause surtout qu'ils sont bien dans la fourchette et que je me demande pour moi même si ça ne dépend pas de l'heure du réveil et du lever. Avant d'envisager l'IRM il faut trouver une anomalie qui mette en cause l'hypothalamus ou l'hypophyse et à ce stade c'est prématuré. C'est à votre endocrinologue de juger s'il y a une anomalie sur l'analyse. Un dosage urinaire du cortisol libre sur 24h (CLU/24h) en dirait plus sur une anomalie de la production qui pourrait être une raison de votre fatigue.,https://forum.doctissimo.fr/sante/thyroide-problemes-endocrinologiques/test-synacthene-positif-sujet_171817_1.htm
27/02/2020,64gaelle,Je viens d'avoir mon endocrinologue qui trouve que les résultats sont parfaits donc nous stoppons les recherches de problème hypophysaire. Je suis dégoutée!,https://forum.doctissimo.fr/sante/thyroide-problemes-endocrinologiques/test-synacthene-positif-sujet_171817_1.htm
27/02/2020,petitbouch​on,Bonjour 64gaelle Mais je suppose qu'elle ne dit pas qu'elle abandonne un problème hormonal (endocrinien ou non). Il faut que vous précisiez la liste de tous vos symptômes parce que dans votre premier message vous êtes vite arrivée à les remplacer par trois points de suspension.,https://forum.doctissimo.fr/sante/thyroide-problemes-endocrinologiques/test-synacthene-positif-sujet_171817_1.htm
27/02/2020,64gaelle,Bonjour Mon endocrinologue ne peut plus rien pour moi. Ça ne vient pas d'un problème hormonal ni endocrinien. Les hormones et les surrénales ainsi que la thyroïde ont été vérifiées. Pour elle l'hypophyse fonctionne bien car le test au synacthene a bien réagit on peut donc exclure une insuffisance coticotrope! Lundi je dois passer une IRM cérébrale pour vérifier que mon problème artériel n'a pas évolué. Je ne sais pas s'il regarde l'hypophyse. Je suis perdue Je maintiens mon rendez-vous qui était prévu avec sa remplaçante. Vous en pensez quoi ?,https://forum.doctissimo.fr/sante/thyroide-problemes-endocrinologiques/test-synacthene-positif-sujet_171817_1.htm
27/02/2020,petitbouch​on,Il vont probablement injecter un produit de contraste et donc ils verront beaucoup de choses. Quel problème artériel avez vous eu?,https://forum.doctissimo.fr/sante/thyroide-problemes-endocrinologiques/test-synacthene-positif-sujet_171817_1.htm
27/02/2020,64gaelle,Malformation arterio veineuse.,https://forum.doctissimo.fr/sante/thyroide-problemes-endocrinologiques/test-synacthene-positif-sujet_171817_1.htm
27/02/2020,Susanne in F,J'ai recapitulé tout ca qui s'etale maintenant sur plusieurs threads .  - octobre 2016: TSH à 3.1 (VR 0.27 - 4.2) - août 2017: TSH à 2.32 - octobre 2019: TSH à 3 - cette semaine: TSH à 2.4 Donc ca fait 4 ans que tu es en hypothyroidie .  #034;énormément de vertiges et une tension à 9. Je suis régulièrement à la limite du malaise! #034; Ca sonne très surrenal .  T4L 13 56 pmol/L (VR 9 01 - 19 05)  confirme que tu es dans une grosse hypothyroidie  cortisol à 8h: 282 nmol/L - valeurs normales: 101 - 536  ton cortisol est beaucoup trop bas . Et ceci est le total   le libre est encore bien en dessous . Ca explique tes symptomes . Ton test Synacthene est okay . Donc tu n'as pas Addison . Tu as besoin d'un traitement pour traiter ton hypothyroidie et ton insuffisance surrenale . Je ne sais pas si j'ai quelqu'un dans ton coin   tu habites ou ?,https://forum.doctissimo.fr/sante/thyroide-problemes-endocrinologiques/test-synacthene-positif-sujet_171817_1.htm
23/02/2020,noune25,Bonjour Je me présente de suis une maman de 39ans bientôt 3enfants.  Suite à 15 jours de très très grosse fatigue moi qui suis en général jamais fatiguée je me suis décidée à aller chez mon médecin qui m à prescrit des analyses et notamment les fameux tsh.  Les seuls résultats de passants les normales du labo sont La creatine 91 (valeur labo entre 45 et 84) Tsh 7 (valeur labo entre 0 27 et 4 2) Lundi j appelle mon médecin pour avoir des infos biensur moi qui ai tjs des analyses au top...  Mais pensez vous que cette fatigue extrême puisse venir de la ?  Je cours en général trois fois par semaine et la je dois me faire violence pour y aller une fois et C est vraiment difficile de tenir mes 10km..mes muscles mes sont douloureux.  Je dors 8h par nuit alors qu en temps normal je ne dépasse pas les 6 et même avec 8h je suis encore fatiguée je fais attention à ce que je mange mais j ai pris 4kilos et j ai sans arrêt froid.....  Voilà pour mon état...  J avoue être dépitee d être comme ça et j espère que C est juste la sortie de l'hiver qui me rend fatiguée même si ça ne m est jamais arrivée.  Merci de me lire et de m éclairer  Bonne journée,https://forum.doctissimo.fr/sante/thyroide-problemes-endocrinologiques/besoin-avis-sujet_171814_1.htm
23/02/2020,petitbouch​on,Bonjour noune25  Hypothyroïdie  L'excès de créatinine est dû à l'hypothyroïdie Dosages anticorps anti-TPO et anti-thyroglobuline  TRAK non stimulants  hormones thyroïdiennes libres T4l  T3l Votre TSH n'est pas encore au zénith Consommez-vous assez d'aliments iodés (sel iodé  poisson  fruits de mer ...) 175µg/j Sélénium  zinc  cuivre  fer  vitamines B... ...,https://forum.doctissimo.fr/sante/thyroide-problemes-endocrinologiques/besoin-avis-sujet_171814_1.htm
23/02/2020,noune25,Merci pour cette réponse J avoue ne pas tout comprendre je pense ne pas avoir fait tous les autres dosages vu que le médecin recherche pourquoi je suis fatiguée en ce moment. Je consomme plus de poisson que de viande par contre jamais de sel et je suis supplémenté en vitamines tous les jours pour éviter d être malade et tenir le rythme boulot enfant maison etc lol,https://forum.doctissimo.fr/sante/thyroide-problemes-endocrinologiques/besoin-avis-sujet_171814_1.htm
23/02/2020,noune25,Pas de contenu,https://forum.doctissimo.fr/sante/thyroide-problemes-endocrinologiques/besoin-avis-sujet_171814_1.htm
23/02/2020,petitbouch​on,Nous sommes tous étonnés à l'annonce de la nouvelle. Mais votre TSH est à 7 donc peut-être un retour en arrière si vous fournissez les éléments à votre thyroïde en cas de carence. Sentez vous un goitre...? Dans l'immédiat  les anti-corps et T4l  T3l pour voir la production des hormones parce que la TSH c'est juste l'hypophyse qui demande à votre thyroïde de travailler mais ne donne pas la cause de l'hypothyroïdie. Dans tous les cas  consultation endocrinologue et supplémentation indispensable en T4 (levothyrox) si nécessaire. Ce n'est pas le sel qui est bon mais  face à la carence en iode dans certaines régions  les autorités ont décidé l'ajout d'iode dans le sel. et l'iode est indispensable pour la T4 (4 atomes d'iode) T3 (3 atomes d'iode).,https://forum.doctissimo.fr/sante/thyroide-problemes-endocrinologiques/besoin-avis-sujet_171814_1.htm
23/02/2020,noune25,Je ne sens rien du tout il me semble avoir déjà eu un dosage tsh ou il 'y avait rien du tout J habite dans l est en dessous de Mulhouse,https://forum.doctissimo.fr/sante/thyroide-problemes-endocrinologiques/besoin-avis-sujet_171814_1.htm
23/02/2020,petitbouch​on,Je ne sais pas si à Mulhouse il y a une carence en iode mais expression bien connue (capitaine Haddock)  #034;crétin des Alpes! #034; fait référence au problème de développement cérébral de l'enfant du à une hypothyroïdie causée par une carence en iode (crétinisme) présente autrefois dans les Alpes.Rassurez vous  il est difficilement possible aujourd'hui de manger sans sel avec l'alimentation industrielle. Sur internet vous trouverez toutes les indications de moyenne de l'iode dans les aliments. A vous de voir si vous avez pu en manquer sachant que la thyroïde fait des réserves d'iode avec la thyroglobuline (2 atomes d'I)... et il ne faut pas oublier tout ce qui est nécessaire en oligoéléments et vitamines notamment les B pour la synthèse des hormones. Vous pouvez demander une consultation au GHR de Mulhouse dans le service endocrinologie  n.b. je ne suis pas médecin mais insuffisant hypophysaire .,https://forum.doctissimo.fr/sante/thyroide-problemes-endocrinologiques/besoin-avis-sujet_171814_1.htm
23/02/2020,noune25,Merci pour toutes ces indications J avoue être un peu perdue et le fait de parler de goitre me fait un peu peur.... Je vais de toutes façon appeler mon médecin pour biensur parler des analyses avec lui et voir la suite je suis plus proche d e montbéliard je pense qu il doit aussi y avoir un service équivalent en endocrinologie. Mais celon vous mon taux ne redescendra pas tout seul ? L état de fatigue ne s améliorera pas sans traitement ? Je suis dépitee à l idée de prendre un traitement.... Merci à vous je ne connais pas l Insuffisance hypophysaire je pense que cela nécessite aussi un traitement ?,https://forum.doctissimo.fr/sante/thyroide-problemes-endocrinologiques/besoin-avis-sujet_171814_1.htm
23/02/2020,petitbouch​on,La TSH ne redescendra pas tant que vous serez en hypothyroïdie et il faut en connaître la cause. Ce qui peut-être rassurant c'est la nouveauté de vos symptômes. Mais en fonction du dosage de la T4l  il faut supplémenter modérément même provisoirement pour éviter la souffrance de la thyroïde (et la vôtre aussi). Il faut une semaine pour ressentir les effets en cas de supplémentation (levothyrox ou similaire).,https://forum.doctissimo.fr/sante/thyroide-problemes-endocrinologiques/besoin-avis-sujet_171814_1.htm
23/02/2020,noune25,Merci beaucoup pour toutes ces informations J avoue qu un tel changement d état depuis trois semaines ne me correspond pas et je me demandais vraiment ce qu'il m arrivais Je vous tiens au courant de la suite,https://forum.doctissimo.fr/sante/thyroide-problemes-endocrinologiques/besoin-avis-sujet_171814_1.htm
23/02/2020,noune25,Merci beaucoup pour toutes ces informations J avoue qu un tel changement d état depuis trois semaines ne me correspond pas et je me demandais vraiment ce qu'il m arrivais Je vous tiens au courant de la suite,https://forum.doctissimo.fr/sante/thyroide-problemes-endocrinologiques/besoin-avis-sujet_171814_1.htm
25/02/2020,noune25,Bonjour je reviens vers vous Hier rdv avec mon médecin pour analyse des résultats Il a donc conclu que peut être une hypothyroïdie Donc re prise de sang ce matin pour T3L T4L Anti peroxydase Thyroglobuline Anti récepteur le la tsh Sa secrétaire m à aussi appelé ce matin pour me dire de faire un test d urine sur 24h avec prise de sang. Je vais passer prendre l ordonnance ce soir e' sortant du travail. J ai déjà reçu les résultats des FT3 et FT4 FT3 2 59ng/l (données labo 2 00a 4 40) Technique electro chimie 3 98pmol/l (donnée labo 3 07 à 6 76) TS4 9 09 pg/ml (donnée labo 9 30 à 17 00) Technique electro chimie 11 7 (données labo 11 97 à 21 88) J ai mon écho de la thyroïde fin mars Voilà pour les nouvelles Merci à vous,https://forum.doctissimo.fr/sante/thyroide-problemes-endocrinologiques/besoin-avis-sujet_171814_1.htm
25/02/2020,petitbouch​on,Bonjour noune25 Je suppose que vous avez voulu écrire FT4 9 09 pg/ml mais l'hypothyroïdie est confirmée. Si vous voulez bien  les anticorps nous en dirons plus. (Attention  il faut les anti récepteurs non stimulants  les stimulants provoquent une hyperthyroÏdie ),https://forum.doctissimo.fr/sante/thyroide-problemes-endocrinologiques/besoin-avis-sujet_171814_1.htm
25/02/2020,noune25,Oui merci de la correction J aurai les résultats du reste de la prise de sang vendredi Et pour l ordonnance de ce soir je vous redirez,https://forum.doctissimo.fr/sante/thyroide-problemes-endocrinologiques/besoin-avis-sujet_171814_1.htm
25/02/2020,noune25,Oui merci de la correction J aurai les résultats du reste de la prise de sang vendredi Et pour l ordonnance de ce soir je vous redirez,https://forum.doctissimo.fr/sante/thyroide-problemes-endocrinologiques/besoin-avis-sujet_171814_1.htm
25/02/2020,Susanne in F,Donc fT4 11 7 pmol/l je suppose ? fT3 3 98 pmol/l Tu es dans grosse hypothyroidie . Si t'as des problèmes j'ai un bon medecin à Saint Imier   Suisse . Ca doit etre pas loin de chez toi . Mais avec des chiffres aussi merdiques   tu devrais pas avoir de problèmes normalement .,https://forum.doctissimo.fr/sante/thyroide-problemes-endocrinologiques/besoin-avis-sujet_171814_1.htm
25/02/2020,noune25,Oui c est exact pour les résultats La je suis en attente des résultats qui arriveront vendredi Mon médecin me fait faire une analyse d urine sur les 24h Clairence mesuree de la creatinemie Protéiurie 24h Microalbuminurie des 24h Calciurie Ainsi qu une glycémie à jeun Creatinemue et clairence mesurée de la créatinine Cholesterol total HDL-c LDL-C TRIGLYCERIDEMIE uridemie PtH Vitamine D Pour voir niveau insuffisance rénal si j ai bien compris ☺️ Mon médecin a tout de suite évoqué l hypo et à pousse les examens du coup je pense qu il est bien dans cette direction En tous cas merci de vos reponses Est ce normal d avoir mal à la déglutition ? Et le long de la trachée ? A quoi est du l hypo est ce qu on le sait ? Désolée de toute ces questions mais moi qui ne suis JAMAIS malade.... Je me trouve un peu perdue...,https://forum.doctissimo.fr/sante/thyroide-problemes-endocrinologiques/besoin-avis-sujet_171814_1.htm
26/02/2020,petitbouch​on,Bonjour Noune25 Tout va être mauvais et l'excès de créatinine vient de l'hypo. La mienne est rentrée dans l'ordre. Combien avez-vous en natrémie (Na) sur votre dernière analyse? Votre médecin aurait déjà dû vous donner du levothyrox vu votre T4l (FT4).,https://forum.doctissimo.fr/sante/thyroide-problemes-endocrinologiques/besoin-avis-sujet_171814_1.htm
21/02/2020,EricTOU,Bonsoir  bonjour Je suis avec ma compagne depuis septembre  elle est diagnostiquée Hashimoto depuis 2015. Elle était très aimante  très affectueuse  très câline. Après un bilan thyroïdien l'associée de son son médecin dit qu'elle est en hyper et baisse son traitement début décembre (TCAPS 125 à 113.5)  une semaine après (vers le 10/12) son généraliste la passe à 100. Pour moi au niveau comportemental elle était en légère hyper :  #034;pétage de plomb #034; hebdomadaire  irritabilité de temps en temps  coup de chaud  petite arythmie. On était très heureux  très complices  ça impactait peu notre relation. Le 20/12 elle va à Paris  tombe malade et ne prend pas son traitement du 25 au 8/01 (13-14jours). Je vais la chercher le 28 et je constate quelques changements chez elle mais tout rentre dans l'ordre le 31 quand on revient chez nous. Vers le 10/01 assez vite il y a une grosse dégradation. Elle est souvent comme  #034;sous pression #034;  a fleur de peau  son visage sa voix sont durs (comme agressifs)  elle est apathique (très peu d'affection  de câlins  je ne peux presque plus la toucher)  fait des angoisses  fatigue  peau sèche  cou de chaud et de froid  douleurs dans les jambes  règles décalées (1 semaine)  réfléchie moins bien  quelque troubles de mémoire. A ce moment je me renseigne vraiment sur cette maladie (notamment sur ce site et le forum)  et je comprend ce qui ce passe. J'essaye d’être comprehensif  de m'occuper d'elle  je ne la juge pas et ne lui en veut pas (presque pas)  mais je ne suis pas parfait et il y a quand même quelques clashs. Cette phase aigüe dure 10-15 jours  puis ça s’améliore rapidement (en comparaison avec après le 10/01  car on est loin de décembre)  en dent de scie (mais la pente est ascendante). La semaine dernière ça se passe de mieux en mieux (pour résumer on a même fait l'amour plusieurs foi à son initiative)  puis vendredi elle se remet en mode pression et dimanche elle fait un  #034;épisode #034; d'hyper-apathie  elle veut me quitter; ça dure une dizaine d'heure (en fin de phase aigüe elle avait déjà fait une foi ce genre d'épisode). Depuis lundi ça va mieux qu'en phase aigüe mais moins bien que la semaine dernière  elle est même partie a Paris aujourd’hui pour  #034;raison familiale #034;. Elle est moins en mode pression  mais elle est fatiguée  un peu affectueuse et câline. Pour ce qui concerne le médical (elle a 41 ans  1m62): - 06/2017 : Levothyrox 100  ancienne formule (55kg) T3 : 3.56 (2.6-5.7) T4 : 19.3 (9-19.05) TSH : 0.337 (0.35-4.94) - 15/11/2019 : TCAPS 125 (61kg) T3 : 4.16 (2.6-5.7) T4 : 20.9 (9-19.05) TSH : 0.027 (0.35-4.94) Ces deux PDS sont du même labo  le matin à jeun sans prise du médicament. Elle prend du 125 depuis environ 1 an  avec une hyper (légère ?) (d’après des PDS que je n'ai pas vu) mais son ancien docteur voulait la laisser à 125 quand même. - 19/02/2020 : TCAPS 100 mg (66kg) T3 : 4.35 (2.89-4.88) T4 : 13.38 (9.01-19.05) TSH :0.53 (0.35-4.94) PDS faite à 15H sans prise du TCAPS  prise d'un café vers 11H On a été voir l'associée de son généraliste hier  elle voulait la passer à 75 pour que sa TSH soit à 1  pour elle ma compagne est en hyper. Comment ma compagne peut elle passer de 125 ou 100 (2017) à 75 alors que sa thyroïde est censée se detruire de plus en plus ? J'ai deux questions : - ma compagne est -elle vraiment en hyper  ou le rééquilibre de ses hormones (après la diminution du dosage et son arrêt du traitement) n'est pas fini mais si c'est le cas l'équilibre se fera en hypo  en hyper  normal  ou est-elle en hypo (ce que je pense ou alors je n'ai rien compris) ? - autant l'hypo peut atténuer  endormir les sentiments  l'affection  les câlins  mais est ce que l'hyper peut faire l’inverse  augmenter l'amour  la complicité  le sexe ? C'est un peu long mais je voulais qu'il y aie un maximum d'informations pour qu'on puisse au mieux nous aider. En vous remerciant par avance.,https://forum.doctissimo.fr/sante/thyroide-problemes-endocrinologiques/hashimoto-hypothyroidie-basse-sujet_171812_1.htm
21/02/2020,Susanne in F,D'abord est-ce que tu peux mettre les unités de mesure avec les chiffres ? Pour qu'on sache ou elle en est . Les normes labo sont d'abord toujours faux   parce que ce ne sont pas des chiffres santé mais simplement la photographie d'une population malade . Et en plus desfois c'est franchement fantaisiste   il y a des  #034;normes #034; dans lesquelles la zone saine n'est meme pas comprise dedans . Avec la T4 c'est comme ca qu'on commence à sentir l'effet au bout de deux semaines et on a l'effet complet à 6 semaines . Pour tes calculs . Un problème thyroidien peut transformer les femmes en  #034;sorcières #034;   d'après leur propres temoignages .  #034;J'engeule ma famille alors que je les aime   je ne me reconnais pas moi meme #034; . 99% des medecins ne connaissent rien en hormones . L'immense majorité des medecins croient qu'une TSH basse veut dire hyperthyroidie . C'est idiot . Avec une TSH de 0 01 on peut etre en hyperthyroidie   ou en excellente santé   ou en hypothyroidie profonde !,https://forum.doctissimo.fr/sante/thyroide-problemes-endocrinologiques/hashimoto-hypothyroidie-basse-sujet_171812_1.htm
07/03/2020,hallux,Bonjour Les derniers résultats  ceux de février ne montrent pas de surdosage. Je ne comprends pas pourquoi le médecin veut baisser la dose du traitement. 125 c’était trop mais 100 µg ça semble être correct.,https://forum.doctissimo.fr/sante/thyroide-problemes-endocrinologiques/hashimoto-hypothyroidie-basse-sujet_171812_1.htm
09/03/2020,Sandy13*,il ne faut pas tout mettre sur le dos de la thyroide Ta femme peut être déprimée et angoissée et pour ça  il faut une aide psychologique …,https://forum.doctissimo.fr/sante/thyroide-problemes-endocrinologiques/hashimoto-hypothyroidie-basse-sujet_171812_1.htm
13/11/2018,mimi56135,Bonjour  J'aimerais savoir si l'un d'entre vous a déjà été voir le dr résimont en Belgique ? Je me pose beaucoup de questions quant à son approche.... Merci de vos réponses.,https://forum.doctissimo.fr/sante/thyroide-problemes-endocrinologiques/resimont-medecine-fonctionnelle-sujet_171508_2.htm
13/11/2018,Susanne in F,Je connais très bien ce medecin   et je ne peux en dire que du bien . Ca fait une dixaine d'années que je le connais et le recommande . Il fait partie des rares ou on peut envoyer meme les cas difficiles   il sait tout faire .,https://forum.doctissimo.fr/sante/thyroide-problemes-endocrinologiques/resimont-medecine-fonctionnelle-sujet_171508_2.htm
28/11/2018,mimi56135,Bnjour Suzanne  Merci pour ces informations. Je suis un  #034;cas difficile #034; en France je crois alors j'espère qu'en Belgique je trouverais la solution. Rendez vous est fixé mais en janvier 2020. En attendant  je suis ses conseils alimentaires. Bonne journée.,https://forum.doctissimo.fr/sante/thyroide-problemes-endocrinologiques/resimont-medecine-fonctionnelle-sujet_171508_2.htm
28/11/2018,Susanne in F,Putain   ca fait plus d'un an deja . T'as quoi comme souci ? Je sais resoudre pas mal de soucis   sauf que je peux pas traiter moi meme . Mais j'ai des adresses de medecins .,https://forum.doctissimo.fr/sante/thyroide-problemes-endocrinologiques/resimont-medecine-fonctionnelle-sujet_171508_2.htm
28/11/2018,Susanne in F,C'est ton code postal 56135 ?,https://forum.doctissimo.fr/sante/thyroide-problemes-endocrinologiques/resimont-medecine-fonctionnelle-sujet_171508_2.htm
29/11/2018,Jess1890,Bonjour  je suis nouvelle sur ce forum Je suis en grosse hypo  j’ai déjà consulté 4 endocrinologues nuls qui regardent que la tsh. Suzanne  auriez-vous le contact de bons endocrinos sur Paris svp ? J’en ai déjà contacté plusieurs qui avaient l’air bien mais qui ne prennent pas de nouveaux patients... merci beaucoup !,https://forum.doctissimo.fr/sante/thyroide-problemes-endocrinologiques/resimont-medecine-fonctionnelle-sujet_171508_2.htm
